     PID         DATE      TIME      ELAPSED    CPU    MEM       RSS     VSIZE       CMD
   34488   2021-04-29  15:23:24  02-01:59:37    5.2    1.4    115044   5863020  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:25  02-01:59:38    6.0    1.4    115104   5863020  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:26  02-01:59:39    0.4    1.4    115264   5863020  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:27  02-01:59:40    0.1    1.4    115264   5863020  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:29  02-01:59:42    0.0    1.4    115264   5863020  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:30  02-01:59:43    2.6    1.4    115284   5863020  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:31  02-01:59:44    0.9    1.4    115268   5862496  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:32  02-01:59:45    0.1    1.4    115268   5862496  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:33  02-01:59:46    0.0    1.4    115268   5862496  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:34  02-01:59:47    0.0    1.4    115268   5862496  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:35  02-01:59:48    0.1    1.4    115268   5862496  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:36  02-01:59:49    0.5    1.4    115388   5862608  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:37  02-01:59:50   11.2    1.4    115636   5862608  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:38  02-01:59:51    1.8    1.4    115688   5863132  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:39  02-01:59:52   12.0    1.4    115704   5863132  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:40  02-01:59:53   14.6    1.4    115736   5863132  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:42  02-01:59:55    7.1    1.4    115752   5863132  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:43  02-01:59:56   23.1    1.4    115752   5863132  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:44  02-01:59:57    4.7    1.4    115756   5863132  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:45  02-01:59:58   12.9    1.4    115816   5863132  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:46  02-01:59:59   13.3    1.4    115840   5863132  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:47  02-02:00:00    0.5    1.4    115928   5863132  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:48  02-02:00:01   17.8    1.4    117020   5905972  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:49  02-02:00:02    8.4    1.4    116760   5906388  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:50  02-02:00:03   14.1    1.4    117056   5906340  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:51  02-02:00:04    6.9    1.4    117124   5906340  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:52  02-02:00:05   20.6    1.4    117140   5906340  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:53  02-02:00:06    5.2    1.4    117196   5906300  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:54  02-02:00:07    8.7    1.4    117444   5906296  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:55  02-02:00:09    3.6    1.4    117436   5906232  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:57  02-02:00:10    2.3    1.4    117556   5906232  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:58  02-02:00:11    0.6    1.4    117564   5906232  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:23:59  02-02:00:12   10.7    1.4    117608   5905708  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:00  02-02:00:13   13.9    1.4    117660   5905708  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:01  02-02:00:14    0.3    1.4    117660   5905708  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:02  02-02:00:15   24.2    1.4    117708   5905708  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:03  02-02:00:16   21.4    1.4    117744   5905708  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:04  02-02:00:17    8.4    1.4    117744   5905708  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:05  02-02:00:18   23.6    1.4    117792   5905708  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:06  02-02:00:19   20.5    1.4    117828   5905708  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:07  02-02:00:20   21.3    1.4    117860   5905708  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:08  02-02:00:21    2.5    1.4    117600   5905292  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:09  02-02:00:23    9.5    1.4    117616   5905292  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:11  02-02:00:24   10.3    1.4    117696   5905292  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:12  02-02:00:25    1.9    1.4    117732   5905292  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:13  02-02:00:26   13.2    1.4    117768   5905292  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:14  02-02:00:27   19.0    1.4    117804   5905292  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:15  02-02:00:28   17.4    1.4    117836   5905292  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:16  02-02:00:29   24.0    1.4    117868   5905292  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:17  02-02:00:30   15.7    1.4    117916   5905292  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:18  02-02:00:31   28.8    1.4    116212   5902640  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:19  02-02:00:32   12.8    1.4    116272   5902640  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:20  02-02:00:33   10.4    1.4    116236   5869824  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:21  02-02:00:34   11.4    1.4    116300   5869824  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:22  02-02:00:36    4.1    1.4    116332   5861620  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:24  02-02:00:37    3.2    1.4    116436   5861968  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:25  02-02:00:38    4.4    1.4    116440   5861968  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:26  02-02:00:39    2.8    1.4    116444   5861968  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:27  02-02:00:40    3.9    1.4    116448   5861968  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:28  02-02:00:41    6.6    1.4    116464   5861968  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:29  02-02:00:42   20.0    1.4    113912   5861968  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:30  02-02:00:43   19.9    1.3    110652   5862992  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:31  02-02:00:44    6.5    1.3    109804   5862992  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:32  02-02:00:46    6.9    1.3    109140   5864016  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:34  02-02:00:47   13.3    1.3    109360   5864016  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:35  02-02:00:48   18.4    1.3    109608   5864016  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:36  02-02:00:49   11.5    1.3    109608   5864016  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:37  02-02:00:50   18.6    1.3    109344   5864016  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:38  02-02:00:51   13.9    1.3    110444   5866568  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:39  02-02:00:52    5.3    1.3    110352   5866568  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:40  02-02:00:53   11.5    1.3    110476   5866568  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:41  02-02:00:54    2.5    1.3    110644   5866556  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:42  02-02:00:55   16.6    1.3    110708   5866556  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:43  02-02:00:56   21.6    1.3    110604   5866388  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:44  02-02:00:57   23.0    1.4    113332   5891584  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:45  02-02:00:58    7.3    1.3    112224   5899788  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:47  02-02:01:00   11.5    1.3    111372   5902884  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:48  02-02:01:01    2.4    1.3    111384   5902884  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:49  02-02:01:02    2.8    1.3    111748   5903236  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:50  02-02:01:03    1.9    1.3    111736   5902712  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
   34488   2021-04-29  15:24:51  02-02:01:04    2.2    1.3    111812   5902712  /Applications/Microsoft Teams.app/Contents/MacOS/Teams --updateSucceeded 489f9d1e-36f6-4524-bb50-864be3382d2f
